series_id,series_title,area_code,area_name,item_code,item_name,seasonal,periodicity_code,base_period,base_code
"CUUR0000SEFS03   ","Other fats and oils including peanut butter in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFS03,"Other fats and oils including peanut butter",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFT     ","Other foods in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFT,"Other foods",U,R,1982-84=100,S
"CUUR0000SEFT01   ","Soups in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFT01,Soups,U,R,1982-84=100,S
"CUUR0000SEFT02   ","Frozen and freeze dried prepared foods in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFT02,"Frozen and freeze dried prepared foods",U,R,1982-84=100,S
"CUUR0000SEFT03   ","Snacks in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFT03,Snacks,U,R,1982-84=100,S
"CUUR0000SEFT04   ","Spices, seasonings, condiments, sauces in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFT04,"Spices, seasonings, condiments, sauces",U,R,1982-84=100,S
"CUUR0000SEFT05   ","Baby Food and Formula in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFT05,"Baby food and formula",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFT06   ","Other miscellaneous foods in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFT06,"Other miscellaneous foods",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFV     ","Food away from home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFV,"Food away from home",U,R,1982-84=100,S
"CUUR0000SEFV01   ","Full service meals and snacks in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFV01,"Full service meals and snacks",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFV02   ","Limited service meals and snacks in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFV02,"Limited service meals and snacks",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFV03   ","Food at employee sites and schools in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFV03,"Food at employee sites and schools",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFV04   ","Food from vending machines and mobile vendors in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFV04,"Food from vending machines and mobile vendors",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFV05   ","Other food away from home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFV05,"Other food away from home",U,R,"DECEMBER 1997=100",S
"CUUR0000SEFW     ","Alcoholic beverages at home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFW,"Alcoholic beverages at home",U,R,1982-84=100,S
"CUUR0000SEFW01   ","Beer, ale, and other malt beverages at home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFW01,"Beer, ale, and other malt beverages at home",U,R,1982-84=100,S
"CUUR0000SEFW02   ","Distilled spirits at home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFW02,"Distilled spirits at home",U,R,1982-84=100,S
"CUUR0000SEFW03   ","Wine at home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFW03,"Wine at home",U,R,1982-84=100,S
"CUUR0000SEFX     ","Alcoholic beverages away from home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEFX,"Alcoholic beverages away from home",U,R,1982-84=100,S
"CUUR0000SEGA     ","Tobacco and smoking products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGA,"Tobacco and smoking products",U,R,1982-84=100,S
"CUUR0000SEGA01   ","Cigarettes in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGA01,Cigarettes,U,R,"DECEMBER 1997=100",S
"CUUR0000SEGA02   ","Tobacco products other than cigarettes in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGA02,"Tobacco products other than cigarettes",U,R,"DECEMBER 1997=100",S
"CUUR0000SEGB     ","Personal care products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGB,"Personal care products",U,R,1982-84=100,S
"CUUR0000SEGB01   ","Hair, dental, shaving, and miscellaneous personal care products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGB01,"Hair, dental, shaving, and miscellaneous personal care products",U,R,"DECEMBER 1997=100",S
"CUUR0000SEGB02   ","Cosmetics, perfume, bath, nail preparations and implements in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGB02,"Cosmetics, perfume, bath, nail preparations and implements",U,R,1982-84=100,S
"CUUR0000SEGC     ","Personal care services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGC,"Personal care services",U,R,1982-84=100,S
"CUUR0000SEGC01   ","Haircuts and other personal care services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGC01,"Haircuts and other personal care services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEGD     ","Miscellaneous personal services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGD,"Miscellaneous personal services",U,R,1982-84=100,S
"CUUR0000SEGD01   ","Legal services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGD01,"Legal services",U,R,"DECEMBER 1986=100",S
"CUUR0000SEGD02   ","Funeral expenses in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGD02,"Funeral expenses",U,R,"DECEMBER 1986=100",S
"CUUR0000SEGD03   ","Laundry and dry cleaning services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGD03,"Laundry and dry cleaning services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEGD04   ","Apparel services other than laundry and dry cleaning in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGD04,"Apparel services other than laundry and dry cleaning",U,R,"DECEMBER 1997=100",S
"CUUR0000SEGD05   ","Financial services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGD05,"Financial services",U,R,"DECEMBER 1986=100",S
"CUUR0000SEGE     ","Miscellaneous personal goods in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEGE,"Miscellaneous personal goods",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHA     ","Rent of primary residence in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHA,"Rent of primary residence",U,R,1982-84=100,S
"CUUR0000SEHB     ","Lodging away from home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHB,"Lodging away from home",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHB01   ","Housing at school, excluding board in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHB01,"Housing at school, excluding board",U,R,"DECEMBER 1982=100",S
"CUUR0000SEHB02   ","Other lodging away from home including hotels and motels in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHB02,"Other lodging away from home including hotels and motels",U,R,1982-84=100,S
"CUUR0000SEHC     ","Owners' equivalent rent of residences in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHC,"Owners' equivalent rent of residences",U,R,"DECEMBER 1982=100",S
"CUUR0000SEHC01   ","Owners' equivalent rent of primary residence in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHC01,"Owners' equivalent rent of primary residence",U,R,"DECEMBER 1982=100",S
"CUUR0000SEHD     ","Tenants' and household insurance in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHD,"Tenants' and household insurance",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHE     ","Fuel oil and other fuels in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHE,"Fuel oil and other fuels",U,R,1982-84=100,S
"CUUR0000SEHE01   ","Fuel oil in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHE01,"Fuel oil",U,R,1982-84=100,S
"CUUR0000SEHE02   ","Propane, kerosene, and firewood in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHE02,"Propane, kerosene, and firewood",U,R,"DECEMBER 1986=100",S
"CUUR0000SEHF     ","Energy services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHF,"Energy services",U,R,1982-84=100,S
"CUUR0000SEHF01   ","Electricity in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHF01,Electricity,U,R,1982-84=100,S
"CUUR0000SEHF02   ","Utility (piped) gas service in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHF02,"Utility (piped) gas service",U,R,1982-84=100,S
"CUUR0000SEHG     ","Water and sewer and trash collection services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHG,"Water and sewer and trash collection services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHG01   ","Water and sewerage maintenance in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHG01,"Water and sewerage maintenance",U,R,1982-84=100,S
"CUUR0000SEHG02   ","Garbage and trash collection in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHG02,"Garbage and trash collection",U,R,"DECEMBER 1983=100",S
"CUUR0000SEHH     ","Window and floor coverings and other linens in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHH,"Window and floor coverings and other linens",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHH01   ","Floor coverings in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHH01,"Floor coverings",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHH02   ","Window coverings in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHH02,"Window coverings",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHH03   ","Other linens in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHH03,"Other linens",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHJ     ","Furniture and bedding in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHJ,"Furniture and bedding",U,R,1982-84=100,S
"CUUR0000SEHJ01   ","Bedroom furniture in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHJ01,"Bedroom furniture",U,R,1982-84=100,S
"CUUR0000SEHJ02   ","Living room, kitchen, and dining room furniture in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHJ02,"Living room, kitchen, and dining room furniture",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHJ03   ","Other furniture in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHJ03,"Other furniture",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHK     ","Appliances in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHK,Appliances,U,R,"DECEMBER 1997=100",S
"CUUR0000SEHK01   ","Major appliances in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHK01,"Major appliances",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHK02   ","Other appliances in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHK02,"Other appliances",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHL     ","Other household equipment and furnishings in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHL,"Other household equipment and furnishings",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHL01   ","Clocks, lamps, and decorator items in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHL01,"Clocks, lamps, and decorator items",U,R,1982-84=100,S
"CUUR0000SEHL02   ","Indoor plants and flowers in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHL02,"Indoor plants and flowers",U,R,"DECEMBER 1990=100",S
"CUUR0000SEHL03   ","Dishes and flatware in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHL03,"Dishes and flatware",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHL04   ","Nonelectric cookware and tableware in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHL04,"Nonelectric cookware and tableware",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHM     ","Tools, hardware, outdoor equipment and supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHM,"Tools, hardware, outdoor equipment and supplies",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHM01   ","Tools, hardware and supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHM01,"Tools, hardware and supplies",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHM02   ","Outdoor equipment and supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHM02,"Outdoor equipment and supplies",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHN     ","Housekeeping supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHN,"Housekeeping supplies",U,R,1982-84=100,S
"CUUR0000SEHN01   ","Household cleaning products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHN01,"Household cleaning products",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHN02   ","Household paper products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHN02,"Household paper products",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHN03   ","Miscellaneous household products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHN03,"Miscellaneous household products",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHP     ","Household operations in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHP,"Household operations",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHP01   ","Domestic services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHP01,"Domestic services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHP02   ","Gardening and lawncare services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHP02,"Gardening and lawncare services",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHP03   ","Moving, storage, freight expense in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHP03,"Moving, storage, freight expense",U,R,"DECEMBER 1997=100",S
"CUUR0000SEHP04   ","Repair of household items in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEHP04,"Repair of household items",U,R,"DECEMBER 1997=100",S
"CUUR0000SEMC     ","Professional services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMC,"Professional services",U,R,1982-84=100,S
"CUUR0000SEMC01   ","Physicians' services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMC01,"Physicians' services",U,R,1982-84=100,S
"CUUR0000SEMC02   ","Dental services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMC02,"Dental services",U,R,1982-84=100,S
"CUUR0000SEMC03   ","Eyeglasses and eye care in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMC03,"Eyeglasses and eye care",U,R,"DECEMBER 1986=100",S
"CUUR0000SEMC04   ","Services by other medical professionals in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMC04,"Services by other medical professionals",U,R,"DECEMBER 1986=100",S
"CUUR0000SEMD     ","Hospital and related services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMD,"Hospital and related services",U,R,1982-84=100,S
"CUUR0000SEMD01   ","Hospital services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMD01,"Hospital services",U,R,"DECEMBER 1996=100",S
"CUUR0000SEMD02   ","Nursing homes and adult day services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMD02,"Nursing homes and adult day services",U,R,"DECEMBER 1996=100",S
"CUUR0000SEMD03   ","Care of invalids and elderly at home in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMD03,"Care of invalids and elderly at home",U,R,"DECEMBER 2005=100",S
"CUUR0000SEME     ","Health insurance in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEME,"Health insurance",U,R,"DECEMBER 2005=100",S
"CUUR0000SEMF     ","Medicinal drugs in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMF,"Medicinal drugs",U,R,"DECEMBER 2009=100",S
"CUUR0000SEMF01   ","Prescription drugs in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMF01,"Prescription drugs",U,R,1982-84=100,S
"CUUR0000SEMF02   ","Nonprescription drugs in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMF02,"Nonprescription drugs",U,R,"DECEMBER 2009=100",S
"CUUR0000SEMG     ","Medical equipment and supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SEMG,"Medical equipment and supplies",U,R,"DECEMBER 2009=100",S
"CUUR0000SERA     ","Video and audio in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERA,"Video and audio",U,R,"DECEMBER 1997=100",S
"CUUR0000SERA01   ","Televisions in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERA01,Televisions,U,R,1982-84=100,S
"CUUR0000SERA02   ","Cable, satellite, and live streaming television service in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERA02,"Cable, satellite, and live streaming television service",U,R,"DECEMBER 1983=100",S
"CUUR0000SERA03   ","Other video equipment in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERA03,"Other video equipment",U,R,"DECEMBER 1997=100",S
"CUUR0000SERA04   ","Purchase, subscription, and rental of video in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERA04,"Purchase, subscription, and rental of video",U,R,"DECEMBER 1997=100",S
"CUUR0000SERA05   ","Audio equipment in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERA05,"Audio equipment",U,R,1982-84=100,S
"CUUR0000SERA06   ","Recorded music and music subscriptions in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERA06,"Recorded music and music subscriptions",U,R,"DECEMBER 1997=100",S
"CUUR0000SERAC    ","Video and audio products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERAC,"Video and audio products",U,R,"DECEMBER 2009=100",S
"CUUR0000SERAS    ","Video and audio services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERAS,"Video and audio services",U,R,"DECEMBER 2009=100",S
"CUUR0000SERB     ","Pets, pet products and services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERB,"Pets, pet products and services",U,R,"DECEMBER 1997=100",S
"CUUR0000SERB01   ","Pets and pet products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERB01,"Pets and pet products",U,R,1982-84=100,S
"CUUR0000SERB02   ","Pet services including veterinary in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERB02,"Pet services including veterinary",U,R,"DECEMBER 1997=100",S
"CUUR0000SERC     ","Sporting goods in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERC,"Sporting goods",U,R,1982-84=100,S
"CUUR0000SERC01   ","Sports vehicles including bicycles in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERC01,"Sports vehicles including bicycles",U,R,1982-84=100,S
"CUUR0000SERC02   ","Sports equipment in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERC02,"Sports equipment",U,R,1982-84=100,S
"CUUR0000SERD     ","Photography in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERD,Photography,U,R,"DECEMBER 1997=100",S
"CUUR0000SERD01   ","Photographic equipment and supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERD01,"Photographic equipment and supplies",U,R,1982-84=100,S
"CUUR0000SERD02   ","Photographers and photo processing in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERD02,"Photographers and photo processing",U,R,"DECEMBER 1997=100",S
"CUUR0000SERE     ","Other recreational goods in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERE,"Other recreational goods",U,R,"DECEMBER 1997=100",S
"CUUR0000SERE01   ","Toys in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERE01,Toys,U,R,1982-84=100,S
"CUUR0000SERE02   ","Sewing machines, fabric and supplies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERE02,"Sewing machines, fabric and supplies",U,R,"DECEMBER 1997=100",S
"CUUR0000SERE03   ","Music instruments and accessories in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERE03,"Music instruments and accessories",U,R,"DECEMBER 1997=100",S
"CUUR0000SERF     ","Other recreation services in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERF,"Other recreation services",U,R,"DECEMBER 1997=100",S
"CUUR0000SERF01   ","Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERF01,"Club membership for shopping clubs, fraternal, or other organizations, or participant sports fees",U,R,"DECEMBER 1997=100",S
"CUUR0000SERF02   ","Admissions in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERF02,Admissions,U,R,1982-84=100,S
"CUUR0000SERF03   ","Fees for lessons or instructions in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERF03,"Fees for lessons or instructions",U,R,"DECEMBER 1986=100",S
"CUUR0000SERG     ","Recreational reading materials in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERG,"Recreational reading materials",U,R,1982-84=100,S
"CUUR0000SERG01   ","Newspapers and magazines in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERG01,"Newspapers and magazines",U,R,"DECEMBER 1997=100",S
"CUUR0000SERG02   ","Recreational books in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SERG02,"Recreational books",U,R,"DECEMBER 1997=100",S
"CUUR0000SETA     ","New and used motor vehicles in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETA,"New and used motor vehicles",U,R,"DECEMBER 1997=100",S
"CUUR0000SETA01   ","New vehicles in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETA01,"New vehicles",U,R,1982-84=100,S
"CUUR0000SETA02   ","Used cars and trucks in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETA02,"Used cars and trucks",U,R,1982-84=100,S
"CUUR0000SETA03   ","Leased cars and trucks in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETA03,"Leased cars and trucks",U,R,"DECEMBER 2001=100",S
"CUUR0000SETA04   ","Car and truck rental in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETA04,"Car and truck rental",U,R,"DECEMBER 1997=100",S
"CUUR0000SETB     ","Motor fuel in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETB,"Motor fuel",U,R,1982-84=100,S
"CUUR0000SETB01   ","Gasoline (all types) in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETB01,"Gasoline (all types)",U,R,1982-84=100,S
"CUUR0000SETB02   ","Other motor fuels in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETB02,"Other motor fuels",U,R,"DECEMBER 1997=100",S
"CUUR0000SETC     ","Motor vehicle parts and equipment in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETC,"Motor vehicle parts and equipment",U,R,1982-84=100,S
"CUUR0000SETC01   ","Tires in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETC01,Tires,U,R,1982-84=100,S
"CUUR0000SETC02   ","Vehicle accessories other than tires in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETC02,"Vehicle accessories other than tires",U,R,"DECEMBER 1997=100",S
"CUUR0000SETD     ","Motor vehicle maintenance and repair in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETD,"Motor vehicle maintenance and repair",U,R,1982-84=100,S
"CUUR0000SETD01   ","Motor vehicle body work in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETD01,"Motor vehicle body work",U,R,1982-84=100,S
"CUUR0000SETD02   ","Motor vehicle maintenance and servicing in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETD02,"Motor vehicle maintenance and servicing",U,R,1982-84=100,S
"CUUR0000SETD03   ","Motor vehicle repair in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETD03,"Motor vehicle repair",U,R,"DECEMBER 1997=100",S
"CUUR0000SETE     ","Motor vehicle insurance in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETE,"Motor vehicle insurance",U,R,1982-84=100,S
"CUUR0000SETF     ","Motor vehicle fees in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETF,"Motor vehicle fees",U,R,"DECEMBER 1997=100",S
"CUUR0000SETF01   ","State motor vehicle registration and license fees in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETF01,"State motor vehicle registration and license fees",U,R,"DECEMBER 1997=100",S
"CUUR0000SETF03   ","Parking and other fees in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETF03,"Parking and other fees",U,R,"DECEMBER 1997=100",S
"CUUR0000SETG     ","Public transportation in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETG,"Public transportation",U,R,1982-84=100,S
"CUUR0000SETG01   ","Airline fares in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETG01,"Airline fares",U,R,1982-84=100,S
"CUUR0000SETG02   ","Other intercity transportation in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETG02,"Other intercity transportation",U,R,1982-84=100,S
"CUUR0000SETG03   ","Intracity transportation in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SETG03,"Intracity transportation",U,R,1982-84=100,S
"CUUR0000SS01031  ","Rice in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SS01031,Rice,U,R,"DECEMBER 1997=100",S
"CUUR0000SS02011  ","White bread in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SS02011,"White bread",U,R,1982-84=100,S
"CUUR0000SS02021  ","Bread other than white in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SS02021,"Bread other than white",U,R,1982-84=100,S
"CUUR0000SS02041  ","Fresh cakes and cupcakes in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SS02041,"Fresh cakes and cupcakes",U,R,1982-84=100,S
"CUUR0000SS02042  ","Cookies in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SS02042,Cookies,U,R,1982-84=100,S
"CUUR0000SS02063  ","Fresh sweetrolls, coffeecakes, doughnuts in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SS02063,"Fresh sweetrolls, coffeecakes, doughnuts",U,R,1982-84=100,S
"CUUR0000SS0206A  ","Crackers, bread, and cracker products in U.S. city average, all urban consumers, not seasonally adjusted",0000,"U.S. city average",SS0206A,"Crackers, bread, and cracker products",U,R,1982-84=100,S
